Country,ActorName,ActorType,AffiliationTo,AffiliationStartDate,AffiliationEndDate,Aliases
Afghanistan,Homayun Hamidzada,Individual,Ministry of Finance,12/15/09,EOT,H. Hamidzada ; Homayun Hamidzada ; H Hamidzada ; Homayoun Hamidzada
Afghanistan,House of Elders,Group,Grand Assembly,BOT,EOT,House Of Elders ; Meshrano Jirga
Afghanistan,House of the People,Group,Grand Assembly,BOT,EOT,House Of The People ; WJ ; Wolesi Jirga
Afghanistan,Islamic Dawah Organization of Afghanistan,Group,(National) Minor Party (Afghanistan),1/1/05,EOT,Islamic Union For The Liberation Of Afghanistan ; Islamic Dawah Organization Of Afghanistan ; Ittehad-Al-Islami
Afghanistan,Islamic Dawah Organization of Afghanistan,Group,Northern Alliance,BOT,12/31/04,Islamic Union For The Liberation Of Afghanistan ; Islamic Dawah Organization Of Afghanistan ; Ittehad-Al-Islami
Afghanistan,Islamic Movement of Afghanistan,Group,(National) Minor Party (Afghanistan),10/7/01,EOT,Harakat-E Islami ; Harakat-E Islami-Yi Afghanistan ; Islamic Movement Of Afghanistan
Afghanistan,Islamic Movement of Afghanistan,Group,Northern Alliance,BOT,10/6/01,Harakat-E Islami ; Harakat-E Islami-Yi Afghanistan ; Islamic Movement Of Afghanistan
Afghanistan,Islamic Movement of Afghanistan,Group,Shia,BOT,EOT,Harakat-E Islami ; Harakat-E Islami-Yi Afghanistan ; Islamic Movement Of Afghanistan
Afghanistan,Ismail Khan,Individual,Cabinet (Afghanistan),1/1/05,EOT,I. Khan ; Ismail Khan ; Ismael Khan ; I Khan
Afghanistan,Ismail Khan,Individual,Herat Province,12/1/01,9/12/04,I. Khan ; Ismail Khan ; Ismael Khan ; I Khan
Afghanistan,Ismail Khan,Individual,Jamiat-e Islami,BOT,EOT,I. Khan ; Ismail Khan ; Ismael Khan ; I Khan
Afghanistan,Ismail Khan,Individual,Ministry of Water and Energy,1/1/05,EOT,I. Khan ; Ismail Khan ; Ismael Khan ; I Khan
Afghanistan,Jaish Ul Muslimeen,Group,Taliban,BOT,EOT,Jaish Al Muslimeen ; Jaish Ul Muslimeen
Afghanistan,Jaishul al-Qiba al-Jihadi al-Siri al-Alami,Group,Insurgents (Afghanistan),BOT,EOT,Jaishul Al-Qiba Al-Jihadi Al-Siri Al-Alami
Afghanistan,Jalaluddin Haqqani,Individual,Haqqani Network,BOT,EOT,Jalaluddin Haqqani ; J. Haqqani ; J Haqqani ; Mawlawi Jalaluddin Haqqani
Afghanistan,Jalaluddin Haqqani,Individual,Pashtun,BOT,EOT,Jalaluddin Haqqani ; J. Haqqani ; J Haqqani ; Mawlawi Jalaluddin Haqqani
Afghanistan,Jamiat-e Islami,Group,(National) Major Party (Afghanistan),10/7/01,EOT,Jamiat-E Islami ; Jamiat ; Jamiat-E-Islami ; Jamiati Islami
Afghanistan,Jamiat-e Islami,Group,Muslim,10/7/01,EOT,Jamiat-E Islami ; Jamiat ; Jamiat-E-Islami ; Jamiati Islami
Afghanistan,Jamiat-e Islami,Group,Northern Alliance,BOT,10/6/01,Jamiat-E Islami ; Jamiat ; Jamiat-E-Islami ; Jamiati Islami
Afghanistan,Jamil Karzai,Individual,House of the People,12/7/05,EOT,J Karzai ; Jamil Karzai ; J. Karzai
Afghanistan,Jan Mohammed Khan,Individual,Oruzgan Province,1/1/02,3/31/06,Jan Khan ; J M Khan ; J. M. Khan ; Jan Mohammed Khan ; J. Khan ; J Khan
Afghanistan,Janan Musazai,Individual,Ministry of Foreign Affairs,BOT,EOT,J Musazai ; J. Musazai ; Janan Musazai ; Janan Mosazai
Afghanistan,Jawed Faisal,Individual,Media (Afghanistan),BOT,EOT,Jawed Faisal ; Jawid Faisal ; Javeed Faisal ; Javid Faisal ; Javed Faisal
Afghanistan,Jawed Faisal,Individual,Provincial (Afghanistan),BOT,EOT,Jawed Faisal ; Jawid Faisal ; Javeed Faisal ; Javid Faisal ; Javed Faisal
Afghanistan,Jawed Ludin,Individual,Agency Co-ordinating Body for Afghan Relief,BOT,12/31/98,J Ludin ; J. Ludin ; Jawed Ludin ; Ambassador Ludin
Afghanistan,Jawed Ludin,Individual,Executive Office (Afghanistan),1/1/03,6/28/05,J Ludin ; J. Ludin ; Jawed Ludin ; Ambassador Ludin
Afghanistan,Jawed Ludin,Individual,Executive Office (Afghanistan),6/29/05,1/1/07,J Ludin ; J. Ludin ; Jawed Ludin ; Ambassador Ludin
Afghanistan,Jawed Ludin,Individual,Ministry of Foreign Affairs,1/2/07,EOT,J Ludin ; J. Ludin ; Jawed Ludin ; Ambassador Ludin
Afghanistan,Jawed Ludin,Individual,Pashtun,BOT,EOT,J Ludin ; J. Ludin ; Jawed Ludin ; Ambassador Ludin
Afghanistan,Joint Election Management Board,Group,Elections Ministry (Afghanistan),1/1/02,EOT,JEMB ; Joint Election Management Board
Afghanistan,Kabul University,Group,Education (Afghanistan),BOT,EOT,Kabul University
Afghanistan,Kakar Tribe,Group,National Ethnic (Afghanistan),BOT,EOT,Kaker ; Kakar Tribe ; Kakar
Afghanistan,Kakar Tribe,Group,Pashtun,BOT,EOT,Kaker ; Kakar Tribe ; Kakar
Afghanistan,Kandahar Provincial Council,Group,Kandahar Province,BOT,EOT,Kandahar Provincial Council
Afghanistan,Kangara Afghanistan National Party,Group,(National) Minor Party (Afghanistan),BOT,EOT,Kangara Afghanistan National Party
Afghanistan,Karim Khalili,Individual,Executive Office (Afghanistan),12/22/01,12/6/04,K. Khalili ; Abdul Karim Khalili ; K Khalili ; Karim Khalili ; Mohammad Karim Khalili
Afghanistan,Karim Khalili,Individual,Executive Office (Afghanistan),12/7/04,EOT,K. Khalili ; Abdul Karim Khalili ; K Khalili ; Karim Khalili ; Mohammad Karim Khalili
Afghanistan,Karim Khalili,Individual,Hezbe Wahdat,1/1/89,EOT,K. Khalili ; Abdul Karim Khalili ; K Khalili ; Karim Khalili ; Mohammad Karim Khalili
Afghanistan,Khabar Nigar,Group,Print News (Afghanistan),BOT,EOT,Khabar Nigar
Afghanistan,Khadamat-e Etela'at-e Dawlati,Group,Intelligence Ministry (Afghanistan),10/7/01,EOT,Government Intelligence Agency ; KHAD ; Khadamat-E Etela'At-E Dawlati
Afghanistan,Khadamat-e Etela'at-e Dawlati,Group,Northern Alliance,BOT,10/6/01,Government Intelligence Agency ; KHAD ; Khadamat-E Etela'At-E Dawlati
Afghanistan,Khalid Pashtoon,Individual,House of the People,12/7/05,EOT,K. Pashtoon1 ; Khalid Pashtoon1 ; K Pashtoon1
Afghanistan,Khalid Pashtoon,Individual,Internal Security Committee,12/7/05,EOT,K. Pashtoon1 ; Khalid Pashtoon1 ; K Pashtoon1
Afghanistan,Khalid Pashtoon,Individual,Pashtun,BOT,EOT,K. Pashtoon1 ; Khalid Pashtoon1 ; K Pashtoon1
Afghanistan,Khirullah Said Wali Khairkhwa,Individual,Interior / Home Ministry (Afghanistan),BOT,10/6/01,K Khairkhwa ; K. S. W. Khairkhwa ; K S W Khairkhwa ; K. Khairkhwa ; Khirullah Khairkhwa ; Khirullah Said Wali Khairkhwa
Afghanistan,Khirullah Said Wali Khairkhwa,Individual,Provincial (Herat Province),BOT,10/6/01,K Khairkhwa ; K. S. W. Khairkhwa ; K S W Khairkhwa ; K. Khairkhwa ; Khirullah Khairkhwa ; Khirullah Said Wali Khairkhwa
Afghanistan,Khirullah Said Wali Khairkhwa,Individual,Taliban,BOT,EOT,K Khairkhwa ; K. S. W. Khairkhwa ; K S W Khairkhwa ; K. Khairkhwa ; Khirullah Khairkhwa ; Khirullah Said Wali Khairkhwa
Afghanistan,Khuddamul Furqan,Group,(National) Major Party (Afghanistan),BOT,EOT,Khuddamul Furqan
Afghanistan,Khuddamul Furqan,Group,Fundamentalist,BOT,EOT,Khuddamul Furqan
Afghanistan,Khyal Mohammad Mohammad Khan,Individual,House of the People,12/7/05,EOT,K Khan ; Khyal Khan ; Khyal Mohammad Mohammad Khan ; K M M Khan ; K. M. M. Khan ; K. Khan
Afghanistan,Khyal Mohammad Mohammad Khan,Individual,Pashtun,BOT,EOT,K Khan ; Khyal Khan ; Khyal Mohammad Mohammad Khan ; K M M Khan ; K. M. M. Khan ; K. Khan
Afghanistan,Kuchi,Group,National Ethnic (Afghanistan),BOT,EOT,Kuchi
Afghanistan,Kuchi,Group,Pashtun,BOT,EOT,Kuchi
Afghanistan,Lutfullah Mashal,Individual,Elite (Afghanistan),BOT,EOT,Lutfullah Mashal ; L. Mashal ; L Mashal
Afghanistan,Lutfullah Mashal,Individual,Laghman Province,4/1/08,EOT,Lutfullah Mashal ; L. Mashal ; L Mashal
Afghanistan,Lutfullah Mashal,Individual,Ministry of the Interior,1/1/03,12/31/05,Lutfullah Mashal ; L. Mashal ; L Mashal
Afghanistan,Maktab al-Khidamat,Group,Fundamentalist,1/1/84,11/24/89,MAK ; Afghan Services Bureau ; Maktab Al-Khidamat ; Maktab KhadamÄÅt Al-MujÄÅhidÄ«n Al-'Arab
Afghanistan,Maktab al-Khidamat,Group,International Insurgents (Afghanistan),1/1/84,11/24/89,MAK ; Afghan Services Bureau ; Maktab Al-Khidamat ; Maktab KhadamÄÅt Al-MujÄÅhidÄ«n Al-'Arab
Afghanistan,Malalai Joya,Individual,House of the People,12/7/05,3/1/07,M Joya ; Malalai Joya ; M. Joya
Afghanistan,Malalai Joya,Individual,Human Rights NGOs (Afghanistan),3/2/07,EOT,M Joya ; Malalai Joya ; M. Joya
Afghanistan,Malalai Shinwari,Individual,House of the People,12/7/05,EOT,M Shinwari ; Malalai Shinwari ; M. Shinwari
Afghanistan,Malalai Shinwari,Individual,News (Afghanistan),BOT,12/6/05,M Shinwari ; Malalai Shinwari ; M. Shinwari
Afghanistan,Malali Ishaqzai,Individual,House of the People,12/7/05,EOT,Malali Ishaqzai ; M Ishaqzai ; M. Ishaqzai
Afghanistan,Malik Gulsa Khan,Individual,Mehsud Tribe (Social Group),BOT,EOT,M. G. Khan ; Malik Gulsa Khan ; M G Khan
Afghanistan,Malik Jan Khan,Individual,Mehsud Tribe (Social Group),BOT,EOT,M. J. Khan ; M J Khan ; Malik Jan Khan
Afghanistan,Martyrs and Refugees Department,Group,Women / Children / Social / Welfare / Development / Religion Ministry (Afghanistan),BOT,EOT,Martyrs And Refugees Department
Afghanistan,Masood Khalili,Individual,Jamiat-e Islami,BOT,EOT,M. Khalili ; M Khalili ; Masood Khalili ; Massoud Khalili
Afghanistan,Masood Khalili,Individual,Ministry of Foreign Affairs,1/1/01,EOT,M. Khalili ; M Khalili ; Masood Khalili ; Massoud Khalili
Afghanistan,Masood Khalili,Individual,Sufi,BOT,EOT,M. Khalili ; M Khalili ; Masood Khalili ; Massoud Khalili
Afghanistan,Massouda Jalal,Individual,Elite (Afghanistan),1/5/62,EOT,Masouda Jalal ; M Jalal ; M. Jalal ; Massouda Jalal
Afghanistan,Massouda Jalal,Individual,Ministry of Women's Affairs,10/1/04,7/31/06,Masouda Jalal ; M Jalal ; M. Jalal ; Massouda Jalal
Afghanistan,Massouda Jalal,Individual,Tajik,BOT,EOT,Masouda Jalal ; M Jalal ; M. Jalal ; Massouda Jalal
Afghanistan,Massouda Jalal,Individual,World Food Program,1/1/97,1/1/01,Masouda Jalal ; M Jalal ; M. Jalal ; Massouda Jalal
Afghanistan,Maulana Samiul Haq,Individual,Jamiat Ulema-i-Islam,BOT,EOT,Moulana Sami-Ul Haq ; Maulana Sami-Ul-Haq ; Sami-Ul Haq ; Samiul Haq ; Sami Ul Haq ; Maulana Sami Ul Haq ; Mulana Sami-Ul-Haq ; Maulana Samiul Haq ; Maulana Sami-Ul-Haque ; Maulana Sami-Ul Haq
Afghanistan,Maulana Samiul Haq,Individual,National Religious (Taliban),BOT,EOT,Moulana Sami-Ul Haq ; Maulana Sami-Ul-Haq ; Sami-Ul Haq ; Samiul Haq ; Sami Ul Haq ; Maulana Sami Ul Haq ; Mulana Sami-Ul-Haq ; Maulana Samiul Haq ; Maulana Sami-Ul-Haque ; Maulana Sami-Ul Haq
Afghanistan,Maulana Yousaf Shah,Individual,Media (Taliban),BOT,EOT,Maulana Yousaf Shah ; Maulana Yusuf Shah ; Maulana Yousuf Shah
Afghanistan,Mawlawi Abdul Kabir,Individual,Elite (Afghanistan),BOT,EOT,Maulavi Mohammed Abdul Kabir ; Mawlawi Abdul Kabir ; Abdul Kabir
Afghanistan,Mawlawi Abdul Kabir,Individual,Executive (Afghanistan),4/16/01,11/13/01,Maulavi Mohammed Abdul Kabir ; Mawlawi Abdul Kabir ; Abdul Kabir
Afghanistan,Mawlawi Abdul Kabir,Individual,Taliban,BOT,EOT,Maulavi Mohammed Abdul Kabir ; Mawlawi Abdul Kabir ; Abdul Kabir
Afghanistan,Mir Alam Khan,Individual,Provincial Divisions (Afghanistan),6/1/05,EOT,M A Khan ; M. A. Khan ; Mir Alam Khan ; Mir Khan
Afghanistan,Mir Mohammad Amin Farhang,Individual,Cabinet (Afghanistan),12/22/01,EOT,M Farhang ; Mir Mohammad Amin Farhang ; Mir Farhang ; M. M. A. Farhang ; M. Farhang ; M M A Farhang
Afghanistan,Mir Mohammad Amin Farhang,Individual,Elite (Afghanistan),BOT,EOT,M Farhang ; Mir Mohammad Amin Farhang ; Mir Farhang ; M. M. A. Farhang ; M. Farhang ; M M A Farhang
Afghanistan,Mir Mohammad Amin Farhang,Individual,Ministry for Commerce and Industry,1/2/08,12/20/08,M Farhang ; Mir Mohammad Amin Farhang ; Mir Farhang ; M. M. A. Farhang ; M. Farhang ; M M A Farhang
Afghanistan,Mir Mohammad Amin Farhang,Individual,Ministry of Reconstruction,12/22/01,1/1/08,M Farhang ; Mir Mohammad Amin Farhang ; Mir Farhang ; M. M. A. Farhang ; M. Farhang ; M M A Farhang
Afghanistan,Mirwais Sadeq,Individual,Cabinet (Afghanistan),6/21/02,3/21/04,Mirwais Sadeq ; Mohammad Mirwais Sadeq ; M Sadeq ; M. Sadeq ; Mirwais Sadiq
Afghanistan,Mirwais Sadeq,Individual,Elite (Afghanistan),BOT,3/21/04,Mirwais Sadeq ; Mohammad Mirwais Sadeq ; M Sadeq ; M. Sadeq ; Mirwais Sadiq
Afghanistan,Mirwais Sadeq,Individual,Ministry of Civil Aviation and Tourism,6/21/02,3/21/04,Mirwais Sadeq ; Mohammad Mirwais Sadeq ; M Sadeq ; M. Sadeq ; Mirwais Sadiq
Afghanistan,Mirwais Yasini,Individual,Counter-Narcotics Department,1/1/02,12/6/05,M. Yasini ; Mirwais Yasini ; M Yasini
Afghanistan,Mirwais Yasini,Individual,House of the People,12/7/05,EOT,M. Yasini ; Mirwais Yasini ; M Yasini
Afghanistan,Mirwais Yasini,Individual,Human Rights NGOs (Afghanistan),BOT,12/31/01,M. Yasini ; Mirwais Yasini ; M Yasini
Afghanistan,Mohamad Hanif Atmar,Individual,Cabinet (Afghanistan),8/1/02,6/1/05,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohamad Hanif Atmar,Individual,Cabinet (Afghanistan),5/2/06,6/6/10,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohamad Hanif Atmar,Individual,Ministry of Education,5/2/06,10/10/08,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohamad Hanif Atmar,Individual,Ministry of Rural Rehabilitation and Development,8/1/02,6/1/05,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohamad Hanif Atmar,Individual,Ministry of the Interior,10/11/08,6/6/10,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohamad Hanif Atmar,Individual,Pashtun,BOT,EOT,Mohamad Atmar ; M. Atmar ; M Atmar ; Mohamad Hanif Atmar ; Hanif Atmar ; M H Atmar ; M. H. Atmar
Afghanistan,Mohammad Ali Ahmadi,Individual,Provincial (Afghanistan),BOT,EOT,Mohammad Ali Ahmad ; Mohammad Ali Ahmadi ; Muhammad Ali Ahmad
Afghanistan,Mohammad Ali Jalali,Individual,(National) Minor Party (Afghanistan),1/1/01,EOT,Muhammad Ali Jalali ; M. Jalali ; Mohammad Ali Jalali ; M A Jalali ; M Jalali ; Mohammad Jalali ; M. A. Jalali
Afghanistan,Mohammad Ali Jalali,Individual,Paktika Province,1/1/01,12/31/05,Muhammad Ali Jalali ; M. Jalali ; Mohammad Ali Jalali ; M A Jalali ; M Jalali ; Mohammad Jalali ; M. A. Jalali
Afghanistan,Mohammad Arif Noorzai,Individual,House of the People,12/7/05,EOT,M A Noorzai ; M. Noorzai ; M. A. Noorzai ; Mohammad Noorzai ; Mohammad Arif Noorzai ; M Noorzai
Afghanistan,Mohammad Arif Noorzai,Individual,Noorzai (Ethnic Group),12/7/05,EOT,M A Noorzai ; M. Noorzai ; M. A. Noorzai ; Mohammad Noorzai ; Mohammad Arif Noorzai ; M Noorzai
Afghanistan,Mohammad Arif Noorzai,Individual,Noorzai (Social Group),BOT,12/6/05,M A Noorzai ; M. Noorzai ; M. A. Noorzai ; Mohammad Noorzai ; Mohammad Arif Noorzai ; M Noorzai
Afghanistan,Mohammad Aslam Watanjar,Individual,Exiles (Afghanistan),4/16/92,11/24/00,Mohammad Aslam Watanjar ; Mohammad Watanjar
Afghanistan,Mohammad Aslam Watanjar,Individual,Government (Afghanistan),7/8/78,11/14/88,Mohammad Aslam Watanjar ; Mohammad Watanjar
Afghanistan,Mohammad Aslam Watanjar,Individual,Ministry of Defense,3/6/90,4/15/92,Mohammad Aslam Watanjar ; Mohammad Watanjar
Afghanistan,Mohammad Aslam Watanjar,Individual,Ministry of the Interior,11/15/88,3/6/90,Mohammad Aslam Watanjar ; Mohammad Watanjar
Afghanistan,Mohammad Azam Dadfar,Individual,Cabinet (Afghanistan),1/1/06,12/31/08,Mohammad Azam Dadfar ; M. Dadfar ; M Dadfar ; Mohammad Dadfar ; M. A. Dadfar ; M A Dadfar
Afghanistan,Mohammad Azam Dadfar,Individual,International Federation of Red Cross and Red Crescent Societies,1/1/92,12/31/96,Mohammad Azam Dadfar ; M. Dadfar ; M Dadfar ; Mohammad Dadfar ; M. A. Dadfar ; M A Dadfar
Afghanistan,Mohammad Azam Dadfar,Individual,Ministry of Higher Education,1/1/06,12/31/08,Mohammad Azam Dadfar ; M. Dadfar ; M Dadfar ; Mohammad Dadfar ; M. A. Dadfar ; M A Dadfar
Afghanistan,Mohammad Daoud,Individual,Elite (Afghanistan),1/1/07,EOT,M Daoud ; M. Daoud ; Mohammad Daoud
Afghanistan,Mohammad Daoud,Individual,Helmand Province,12/1/05,12/31/06,M Daoud ; M. Daoud ; Mohammad Daoud
Afghanistan,Mohammad Daoud,Individual,National Security Council,1/1/02,12/31/04,M Daoud ; M. Daoud ; Mohammad Daoud
Afghanistan,Mohammad Daud Sultanzoy,Individual,Ghilzai,BOT,EOT,Mohammad Sultanzoy ; M. D. Sultanzoy ; Mohammad Daud Sultanzoy ; M Sultanzoy ; M. Sultanzoy ; M D Sultanzoy
Afghanistan,Mohammad Daud Sultanzoy,Individual,House of the People,12/7/05,EOT,Mohammad Sultanzoy ; M. D. Sultanzoy ; Mohammad Daud Sultanzoy ; M Sultanzoy ; M. Sultanzoy ; M D Sultanzoy
Afghanistan,Mohammad Habeel,Individual,Northern Alliance,BOT,EOT,Mohammad Habil ; Mohammad Habeel ; M Habil ; M Habeel ; M. Habil ; M. Habeel
Afghanistan,Mohammad Hanif Balkhi,Individual,Ministry of Hajj and Religious Affairs,12/22/01,6/30/02,Mohammad Hanif Balkhi ; Mohammad Balkhi
Afghanistan,Mohammad Hasan Akhond,Individual,Foreign Ministry (Afghanistan),BOT,10/6/01,M Akhond ; M. H. Akhond ; Mohammad Hasan Akhond ; M. Akhond ; M H Akhond ; Mohammad Akhond ; Mohammad Hasan Akhund
Afghanistan,Mohammad Hasan Akhond,Individual,Provincial (Afghanistan),BOT,10/6/01,M Akhond ; M. H. Akhond ; Mohammad Hasan Akhond ; M. Akhond ; M H Akhond ; Mohammad Akhond ; Mohammad Hasan Akhund
Afghanistan,Mohammad Hasan Akhond,Individual,Taliban,BOT,EOT,M Akhond ; M. H. Akhond ; Mohammad Hasan Akhond ; M. Akhond ; M H Akhond ; Mohammad Akhond ; Mohammad Hasan Akhund
Afghanistan,Mohammad Hassan Sharq,Individual,Elite (Afghanistan),BOT,EOT,Mohammad Hassan Sharq ; Mohammad Hasan Sharq
Afghanistan,Mohammad Hassan Sharq,Individual,Executive Office (Afghanistan),5/26/88,2/21/89,Mohammad Hassan Sharq ; Mohammad Hasan Sharq
Afghanistan,Mohammad Hewazali Mazloom,Individual,Provincial Divisions (Afghanistan),BOT,EOT,M. Mazloom ; M H Mazloom ; Mohammad Hewazali Mazloom ; M Mazloom ; M. H. Mazloom ; Mohammad Mazloom
Afghanistan,Mohammad Ismail Qasimyar,Individual,High Peace Council,BOT,EOT,M. Qasimyar ; M Qasimyar ; Mohammad Qasimyar ; M I Qasimyar ; Mohammad Ismail Qasimyar ; M. I. Qasimyar ; Mohammad Ismail Qasemyar ; Mohammad Esmail Qasimyar ; Mohammad Esmail Qasemyar
Afghanistan,Mohammad Mohaqiq,Individual,Executive Office (Afghanistan),10/7/01,12/30/02,Hajji Mohaqiq ; H M Mohaqiq ; H. M. Mohaqiq ; Haji Mohammad Mohaqeq ; H. Mohaqiq ; H Mohaqiq ; Mohaqeq ; Mohammad Mohaqiq
Afghanistan,Mohammad Mohaqiq,Individual,Executive Office (Afghanistan),10/13/14,EOT,Hajji Mohaqiq ; H M Mohaqiq ; H. M. Mohaqiq ; Haji Mohammad Mohaqeq ; H. Mohaqiq ; H Mohaqiq ; Mohaqeq ; Mohammad Mohaqiq
Afghanistan,Mohammad Mohaqiq,Individual,House of the People,1/1/05,EOT,Hajji Mohaqiq ; H M Mohaqiq ; H. M. Mohaqiq ; Haji Mohammad Mohaqeq ; H. Mohaqiq ; H Mohaqiq ; Mohaqeq ; Mohammad Mohaqiq
Afghanistan,Mohammad Mohaqiq,Individual,Northern Alliance,BOT,10/6/01,Hajji Mohaqiq ; H M Mohaqiq ; H. M. Mohaqiq ; Haji Mohammad Mohaqeq ; H. Mohaqiq ; H Mohaqiq ; Mohaqeq ; Mohammad Mohaqiq
Afghanistan,Mohammad Mohaqiq,Individual,People's Islamic Unity Party of Afghanistan,1/1/05,EOT,Hajji Mohaqiq ; H M Mohaqiq ; H. M. Mohaqiq ; Haji Mohammad Mohaqeq ; H. Mohaqiq ; H Mohaqiq ; Mohaqeq ; Mohammad Mohaqiq
Afghanistan,Mohammad Musa Shafiq,Individual,Elite (Afghanistan),1/1/50,12/12/72,Mohammad Musa Shafiq ; Musa Shafiq
Afghanistan,Mohammad Musa Shafiq,Individual,Elite (Afghanistan),7/17/73,1/1/79,Mohammad Musa Shafiq ; Musa Shafiq
Afghanistan,Mohammad Musa Shafiq,Individual,Executive Office (Afghanistan),12/12/72,7/17/73,Mohammad Musa Shafiq ; Musa Shafiq
Afghanistan,Mohammad Nabi Azimi,Individual,Elite (Afghanistan),BOT,EOT,Mohammad Nabi Azimi
Afghanistan,Mohammad Nabi Azimi,Individual,Pashtun,BOT,EOT,Mohammad Nabi Azimi
Afghanistan,Mohammad Nabi Mullahkhel,Individual,Provincial Divisions (Afghanistan),1/6/05,EOT,M N Mullahkhel ; Mohammad Nabi Mullahkhel ; M. Mullahkhel ; Mohammad Mullahkhel ; M. N. Mullahkhel ; M Mullahkhel
Afghanistan,Mohammad Nader Fahimi,Individual,Bamyan Province,1/1/03,EOT,M Fahimi ; General Mohammad Nader Fahimi ; Maj-Gen Mohammad Nader Fahimi ; M N Fahimi ; M. N. Fahimi ; M. Fahimi ; Mohammad Nader Fahimi ; Mohammad Fahimi
Afghanistan,Mohammad Najibullah,Individual,Elite (Afghanistan),BOT,EOT,Mohammad Najibullah ; Muhammad Najibullah ; President Najibullah ; Muhammed Najibullah ; Ahmadzai Najibullah ; Mohammed Najibullah ; Mohammad Najib
Afghanistan,Mohammad Najibullah,Individual,Executive Office (Afghanistan),11/30/87,4/16/92,Mohammad Najibullah ; Muhammad Najibullah ; President Najibullah ; Muhammed Najibullah ; Ahmadzai Najibullah ; Mohammed Najibullah ; Mohammad Najib
Afghanistan,Mohammad Nur Ahmad Etemadi,Individual,Elite (Afghanistan),1/1/39,11/1/67,Mohammad Nur Ahmad Etemadi ; Nur Ahmad Etemadi
Afghanistan,Mohammad Nur Ahmad Etemadi,Individual,Elite (Afghanistan),6/9/71,1/1/79,Mohammad Nur Ahmad Etemadi ; Nur Ahmad Etemadi
Afghanistan,Mohammad Nur Ahmad Etemadi,Individual,Executive Office (Afghanistan),11/1/67,6/9/71,Mohammad Nur Ahmad Etemadi ; Nur Ahmad Etemadi
Afghanistan,Mohammad Omar Daudzai,Individual,Elite (Afghanistan),10/12/57,EOT,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,Executive Office (Afghanistan),1/1/03,12/31/04,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,Executive Office (Afghanistan),1/1/07,EOT,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,Hizb-e Islami,BOT,EOT,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,Ministry of Foreign Affairs,1/1/05,12/31/06,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,Ministry of the Interior,9/1/13,EOT,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Omar Daudzai,Individual,United Nations,1/1/96,12/31/02,Mohammad Daudzai ; Mohammad Omar Daudzai ; Omar Daudzai
Afghanistan,Mohammad Rabbani,Individual,Elite (Afghanistan),9/27/95,10/21/01,Mohammad Rabbani ; Mohammad Rabbani Akhund ; Mullah Mohammad Rabbani ; Muhammad Rabbani ; Mohamed Rabbani
Afghanistan,Mohammad Rabbani,Individual,Executive Office (Afghanistan),9/27/96,4/16/01,Mohammad Rabbani ; Mohammad Rabbani Akhund ; Mullah Mohammad Rabbani ; Muhammad Rabbani ; Mohamed Rabbani
Afghanistan,Mohammad Rabbani,Individual,Taliban,BOT,EOT,Mohammad Rabbani ; Mohammad Rabbani Akhund ; Mullah Mohammad Rabbani ; Muhammad Rabbani ; Mohamed Rabbani
Afghanistan,Mohammad Salem Ehsas,Individual,Provincial Divisions (Afghanistan),BOT,EOT,Mohammad Salem Ehsas ; M. S. Ehsas ; Mohammad Ehsas ; M. Ehsas ; M Ehsas ; M S Ehsas
Afghanistan,Mohammad Yunus Khalis,Individual,Hizb-e Islami Khalis,10/7/01,EOT,Mohammad Yunos Khali ; M Y Khali ; Mohammad Khali ; M Khali ; M. Khali ; Mohammad Yunus Khalis ; Mohammad Yunis Khalis ; M. Y. Khali ; Mohammad Younas Khalis ; Mohammad Yunos Khalis
Afghanistan,Mohammad Zahir Azimi,Individual,Army Headquarters (Afghanistan),1/1/02,EOT,Mohammad Zahir Azimi
Afghanistan,Mohammad Zaki Shahamat,Individual,Print News (Afghanistan),BOT,EOT,M Z Shahamat ; Mohammad Zaki Shahamat ; M. Z. Shahamat ; M. Shahamat ; M Shahamat ; Mohammad Shahamat
